download_date,country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
2026-04-17 02:45:05,India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",17-04-2026 07:00:00,26.80365,84.51954,PM10,14,56,27
2026-04-17 02:45:05,India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",17-04-2026 07:00:00,25.251013,86.989001,PM10,40,103,59
2026-04-17 02:45:05,India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",17-04-2026 07:00:00,25.251013,86.989001,NO2,9,13,12
2026-04-17 02:45:05,India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",17-04-2026 07:00:00,25.251013,86.989001,CO,22,55,32
2026-04-17 02:45:05,India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",17-04-2026 07:00:00,25.251013,86.989001,OZONE,11,26,16
2026-04-17 02:45:05,India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",17-04-2026 07:00:00,25.265194,87.012947,SO2,52,64,57
2026-04-17 02:45:05,India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",17-04-2026 07:00:00,25.204762,85.514960,NO2,9,10,9
2026-04-17 02:45:05,India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",17-04-2026 07:00:00,25.204762,85.514960,NH3,3,3,3
2026-04-17 02:45:05,India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",17-04-2026 07:00:00,25.567520,83.966379,NO2,9,10,9
2026-04-17 02:45:05,India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",17-04-2026 07:00:00,25.7808257,84.7446768,PM10,68,90,76
2026-04-17 02:45:05,India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",17-04-2026 07:00:00,25.7808257,84.7446768,OZONE,4,25,5
